ID,Ejercicio,Ramo,Siniestro,Fecha de ocurrencia,Fecha de derivacion,Suma asegurada,Ajuste,Accesorios,Tope de suma asegurada,Agencia,Marca de la unidad,Modelo de la unidad,Modelo / Año,Indemnizacion,MT indem - MT aseg,Fecha de pago
1022,98,4,163150,1/28/2021,2/4/2021 12:00:00 a. m.,522500,10,0,574750,BUENOS AIRES,RENAULT,RENAULT KANGOO EXPRESS RLD 1.9,2006,"490.000,00",-32500,4/30/2021 12:00:00 a. m.
1023,98,4,163171,1/26/2021,2/5/2021 12:00:00 a. m.,718000,10,0,789800,MORON,FORD,FORD KA 1.5 SE,2016,"789.800,00",71800,3/12/2021 12:00:00 a. m.
1024,98,4,163259,1/27/2021,2/1/2021 12:00:00 a. m.,821000,10,0,903100,BUENOS AIRES,RENAULT,RENAULT KANGOO 2 1.5 D AUTHEN. 2 PLC PLUS,2013,"821.000,00",0,5/4/2021 12:00:00 a. m.
1025,98,4,163356,1/27/2021,2/1/2021 12:00:00 a. m.,520000,20,0,624000,AVELLANEDA,FIAT,FIAT PALIO 1.4 5 P. FIRE L/09,2012,"593.000,00",73000,3/25/2021 12:00:00 a. m.
1026,98,4,163379,1/27/2021,3/16/2021 12:00:00 a. m.,858000,20,55000,1095600,SAN MARTIN,FORD,FORD FOCUS LN 2.0 GHIA 4 P. EXE,2013,"927.656,00",69656,5/3/2021 12:00:00 a. m.
1027,98,4,163405,1/29/2021,2/1/2021 12:00:00 a. m.,643500,10,0,707850,EXT.CASA MATRIZ,RENAULT,RENAULT KANGOO 2 1.5 D EX. 1 PLC CONFORT,2008,"645.000,00",1500,4/15/2021 12:00:00 a. m.
1028,98,4,163418,1/28/2021,2/9/2021 12:00:00 a. m.,980000,20,0,1176000,MORON,CHEVROLET,CHEVROLET PRISMA 1.4 LTZ L/17,2017,"1.100.000,00",120000,6/23/2021 12:00:00 a. m.
1029,98,4,163539,1/29/2021,2/1/2021 12:00:00 a. m.,456000,20,32000,585600,AVELLANEDA,VOLKSWAGEN,VW VOYAGE 1.6 4 P. FORMAT,2010,"585.600,00",129600,4/17/2021 12:00:00 a. m.
1030,98,4,163552,1/27/2021,3/1/2021 12:00:00 a. m.,1266000,20,0,1519200,BUENOS AIRES,KIA,KIA K 2700 S/CAJA,2007,"1.140.000,00",-126000,4/7/2021 12:00:00 a. m.
1031,98,4,163579,1/27/2021,2/5/2021 12:00:00 a. m.,380600,20,55000,522720,QUILMES,CHEVROLET,CHEVROLET CORSA 1.6 4 P GL AA SUPER (CLASSIC),2008,"491.000,00",110400,3/19/2021 12:00:00 a. m.
1032,98,4,163689,1/28/2021,3/4/2021 12:00:00 a. m.,497200,20,0,596640,CASA MATRIZ,CHEVROLET,CHEVROLET CLASSIC 1.4 4 PTAS. LS,2011,"537.000,00",39800,3/23/2021 12:00:00 a. m.
1033,98,4,163700,1/28/2021,,957000,20,0,1148400,AVELLANEDA,CHEVROLET,CHEVROLET CRUZE 1.8 LTZ,2014,"1.100.000,00",143000,3/16/2021 12:00:00 a. m.
1034,98,4,163748,1/29/2021,2/2/2021 12:00:00 a. m.,426800,20,25000,542160,QUILMES,CHEVROLET,CHEVROLET CORSA GL 1.6 4 PTAS (CLASSIC),2008,"502.000,00",75200,3/15/2021 12:00:00 a. m.
1035,98,4,163751,1/29/2021,2/4/2021 12:00:00 a. m.,2013000,20,0,2415600,SAN MARTIN,TOYOTA,TOYOTA HILUX SW4 TD SRV CUERO,2008,"2.017.500,00",4500,3/16/2021 12:00:00 a. m.
1036,98,4,163794,1/28/2021,2/8/2021 12:00:00 a. m.,1109900,10,0,1220890,MORON,PEUGEOT,PEUGEOT 308 1.6 16V ALLURE GPS,2014,"1.159.000,00",49100,2/12/2021 12:00:00 a. m.
1037,98,4,163849,1/26/2021,3/8/2021 12:00:00 a. m.,5137000,99,0,5137000,AVELLANEDA,TOYOTA,TOYOTA HILUX SW4 TDI SRX AUT L/16,2019,"5.137.000,00",0,3/15/2021 12:00:00 a. m.
1038,98,4,163855,1/28/2021,2/5/2021 12:00:00 a. m.,862000,20,0,1034400,MORON,FORD,FORD RANGER XLT 2.8 TDI D/C 4X4 L/N,2005,"1.034.400,00",172400,3/11/2021 12:00:00 a. m.
1039,98,4,163934,1/24/2021,2/4/2021 12:00:00 a. m.,508200,20,40000,657840,BUENOS AIRES,CHEVROLET,CHEVROLET CLASSIC 1.4 4 PTAS. LT,2011,"548.000,00",39800,4/16/2021 12:00:00 a. m.
1040,98,4,164160,1/28/2021,2/10/2021 12:00:00 a. m.,510000,20,0,612000,MORON,FORD,FORD KA 1.0 FLY VIRAL L/11,2013,"609.536,00",99536,2/26/2021 12:00:00 a. m.
1041,98,4,164341,1/28/2021,3/11/2021 12:00:00 a. m.,650000,20,0,780000,AVELLANEDA,CHEVROLET,CHEVROLET AGILE 1.4 LS L/14,2014,"730.000,00",80000,3/11/2021 12:00:00 a. m.
1042,98,4,164457,1/30/2021,,542300,20,0,650760,EXT.CASA MATRIZ,VOLKSWAGEN,VW VOYAGE 1.6 4 PTAS.,2010,"542.300,00",0,5/4/2021 12:00:00 a. m.
1043,98,4,164464,1/28/2021,2/9/2021 12:00:00 a. m.,837100,10,0,920810,MORON,VOLKSWAGEN,VW VENTO 1.9 TDI 105 HP ADVANCE DSG,2008,"866.800,00",29700,4/9/2021 12:00:00 a. m.
1044,98,4,164471,1/30/2021,2/1/2021 12:00:00 a. m.,512400,20,0,614880,AVELLANEDA,VOLKSWAGEN,VW BORA 1.9 TDI TRENDLINE,2005,"614.880,00",102480,3/25/2021 12:00:00 a. m.
1045,98,4,164489,1/30/2021,2/22/2021 12:00:00 a. m.,600001,10,0,660001,AVELLANEDA,RENAULT,RENAULT TRAFIC TA 1J 170 DH (LARGA DIESEL),1995,"580.000,00",-20001,3/11/2021 12:00:00 a. m.
1046,98,4,164495,1/27/2021,2/2/2021 12:00:00 a. m.,1298000,99,0,1298000,CASA MATRIZ,PEUGEOT,PEUGEOT 208 1.6 5 P. FELINE CUIR,2016,"1.298.000,00",0,10/28/2021 12:00:00 a. m.
1047,98,4,164543,1/29/2021,2/2/2021 12:00:00 a. m.,420000,20,0,504000,CASA MATRIZ,FORD,FORD KA 1.6 FLY VIRAL L/11,2012,"504.000,00",84000,2/19/2021 12:00:00 a. m.
1048,98,4,164626,1/28/2021,2/2/2021 12:00:00 a. m.,1100000,20,0,1320000,LOMAS DE ZAMORA,FORD,FORD ECO SPORT 1.6 TITANIUM L/13,2013,"1.250.000,00",150000,3/5/2021 12:00:00 a. m.
1049,98,4,164643,1/26/2021,2/2/2021 12:00:00 a. m.,1640000,30,0,2132000,AVELLANEDA,CITROEN,CITROEN C 4 CACTUS 1.6 VTI 115 FEEL PK,2019,"1.800.000,00",160000,2/26/2021 12:00:00 a. m.
1050,98,4,164673,1/31/2021,2/8/2021 12:00:00 a. m.,306000,20,0,367200,BUENOS AIRES,RENAULT,RENAULT CLIO 2 F2 1.2 5 P. PACK PLUS,2007,"367.000,00",61000,10/7/2021 12:00:00 a. m.
1051,98,4,164704,1/31/2021,2/8/2021 12:00:00 a. m.,1419000,20,59000,1773600,MORON,RENAULT,RENAULT DUSTER 1.6 4X2 PRIVILEGE L/15,2016,"1.539.000,00",120000,2/25/2021 12:00:00 a. m.
1052,98,4,164785,1/30/2021,2/2/2021 12:00:00 a. m.,160000,20,20000,216000,AVELLANEDA,RENAULT,RENAULT TRAFIC T310 1.4,1989,"216.000,00",56000,3/10/2021 12:00:00 a. m.
1053,98,4,164842,1/30/2021,2/2/2021 12:00:00 a. m.,1160500,20,0,1392600,CASA MATRIZ,VOLKSWAGEN,VW SURAN 1.6 COMFORTLINE L/15,2017,"1.160.500,00",0,3/18/2021 12:00:00 a. m.
1054,98,4,164920,1/31/2021,2/2/2021 12:00:00 a. m.,558000,20,0,669600,AVELLANEDA,RENAULT,RENAULT KANGOO 2 1.5 D. EX. GENERIQUE,2009,"575.000,00",17000,3/2/2021 12:00:00 a. m.
1055,98,4,164951,1/29/2021,2/8/2021 12:00:00 a. m.,634800,20,0,761760,AVELLANEDA,VOLKSWAGEN,VW FOX 1.6 5 P. HIGHLINE L/10,2012,"761.760,00",126960,10/4/2021 12:00:00 a. m.
1056,98,4,164968,1/31/2021,3/3/2021 12:00:00 a. m.,1320000,10,80000,1540000,ROSARIO,FORD,FORD F-150 XLT RANGER,1995,"1.045.000,00",-275000,7/26/2021 12:00:00 a. m.
1057,98,4,165105,1/28/2021,,180000,20,0,216000,MONTE GRANDE,FIAT,FIAT UNO CS 3 PTAS. BASE,1997,"207.000,00",27000,4/7/2021 12:00:00 a. m.
1058,98,4,165106,1/29/2021,2/9/2021 12:00:00 a. m.,1193500,20,0,1432200,MORON,VOLKSWAGEN,VW UP ! 5 PTAS. PEPPER TSI,2019,"1.432.000,00",238500,3/10/2021 12:00:00 a. m.
1059,98,4,165334,1/31/2021,2/4/2021 12:00:00 a. m.,750000,10,60000,891000,AVELLANEDA,PEUGEOT,PEUGEOT 408 ALLURE TIPTRONIC 2.0 N 4P.,2011,"810.000,00",60000,2/18/2021 12:00:00 a. m.
1060,98,4,165406,1/27/2021,2/2/2021 12:00:00 a. m.,1308000,10,0,1438800,CASA MATRIZ,RENAULT,RENAULT DUSTER 1.6 4X2 PRIVILEGE L/15,2019,"1.438.800,00",130800,3/3/2021 12:00:00 a. m.
1061,98,4,165434,2/1/2021,3/15/2021 12:00:00 a. m.,653000,20,0,783600,EXT.CASA MATRIZ,FIAT,FIAT FIORINO FURGON FIRE CONFORT,2013,"689.000,00",36000,4/21/2021 12:00:00 a. m.
1062,98,4,165568,1/30/2021,2/2/2021 12:00:00 a. m.,542000,20,0,650400,AVELLANEDA,VOLKSWAGEN,VW FOX 1.6 CROSSFOX TRENDLINE FA,2009,"640.000,00",98000,5/17/2021 12:00:00 a. m.
1063,98,4,165585,1/29/2021,2/2/2021 12:00:00 a. m.,715000,20,0,858000,BUENOS AIRES,VOLKSWAGEN,VW VOYAGE 1.6 L/13 COMFORTLINE P,2013,"715.000,00",0,5/3/2021 12:00:00 a. m.
1064,98,4,165607,2/1/2021,2/11/2021 12:00:00 a. m.,2300000,20,950000,3900000,AVELLANEDA,MERCEDES BENZ,M.BENZ L 1620-51,2002,"3.250.000,00",950000,3/15/2021 12:00:00 a. m.
1065,98,4,165642,1/29/2021,2/15/2021 12:00:00 a. m.,1123100,20,0,1347720,QUILMES,PEUGEOT,PEUGEOT 408 1.6 TURBO SPORT TIPTRONIC,2012,"1.131.250,00",8150,3/15/2021 12:00:00 a. m.
1066,98,4,165769,2/1/2021,2/8/2021 12:00:00 a. m.,1111200,20,0,1333440,AVELLANEDA,RENAULT,RENAULT DUSTER 1.6 4X2 CONFORT,2014,"1.120.200,00",9000,3/17/2021 12:00:00 a. m.
1067,98,4,165862,1/22/2021,4/6/2021 12:00:00 a. m.,484000,10,0,532400,MORON,PEUGEOT,PEUGEOT 206 X-LINE 1.4 5 PTAS,2007,"467.000,00",-17000,4/21/2021 12:00:00 a. m.
1068,98,4,166010,1/30/2021,2/19/2021 12:00:00 a. m.,510000,20,60000,684000,BUENOS AIRES,FORD,FORD FOCUS 1.6 8V AMBIENTE 5 P. BASE,2009,"572.500,00",62500,5/21/2021 12:00:00 a. m.
1069,98,4,166039,1/31/2021,2/2/2021 12:00:00 a. m.,1226500,20,0,1471800,EXT.CASA MATRIZ,FORD,FORD FIESTA 1.6 5 P. SE (KD),2017,"1.171.484,00",-55016,3/8/2021 12:00:00 a. m.
1070,98,4,166061,1/31/2021,2/2/2021 12:00:00 a. m.,1613700,10,0,1775070,BUENOS AIRES,RENAULT,RENAULT MASTER PH3 DCI L2H2 PK FURGON,2011,"1.650.000,00",36300,5/3/2021 12:00:00 a. m.
1071,98,4,166075,1/31/2021,2/7/2021 12:00:00 a. m.,608400,20,50000,790080,BUENOS AIRES,RENAULT,RENAULT SYMBOL 1.6 16V CONFORT,2012,"620.000,00",11600,3/25/2021 12:00:00 a. m.
1072,98,4,166113,1/31/2021,2/5/2021 12:00:00 a. m.,510000,10,0,561000,MORON,PEUGEOT,PEUGEOT 206 SW 1.6 PREMIUM,2007,"525.000,00",15000,3/26/2021 12:00:00 a. m.
1073,98,4,166323,2/1/2021,2/3/2021 12:00:00 a. m.,900000,30,0,1170000,AVELLANEDA,FIAT,FIAT 500 1.4 SPORT MEX,2012,"1.170.000,00",270000,4/21/2021 12:00:00 a. m.
1074,98,4,166381,2/1/2021,2/3/2021 12:00:00 a. m.,446000,20,60000,607200,AVELLANEDA,FIAT,FIAT SIENA 1.4 EL,2013,"595.200,00",149200,3/19/2021 12:00:00 a. m.
1075,98,4,166396,1/31/2021,4/13/2021 12:00:00 a. m.,371800,20,0,446160,BUENOS AIRES,VOLKSWAGEN,VW GOL 1.9 D 3 P. TRENDLINE LN AB,2006,"306.000,00",-65800,5/4/2021 12:00:00 a. m.
1076,98,4,166431,1/30/2021,3/1/2021 12:00:00 a. m.,610000,10,0,671000,ROSARIO,VOLKSWAGEN,VW GOL 1.6 5 P. TREND L/13 PK I,2013,"671.000,00",61000,9/1/2021 12:00:00 a. m.
1077,98,4,166448,2/1/2021,2/3/2021 12:00:00 a. m.,2463600,20,0,2956320,CASA MATRIZ,TOYOTA,TOYOTA HILUX L/12 3.0 DC 4X4 TDI SRV,2012,"2.463.600,00",0,3/18/2021 12:00:00 a. m.
1078,98,4,166486,2/2/2021,,740000,20,0,888000,MONTE GRANDE,PEUGEOT,PEUGEOT 207 COMPACT 1.4 5 P. XR /ACTIVE,2013,"740.000,00",0,3/15/2021 12:00:00 a. m.
1079,98,4,166680,2/1/2021,2/3/2021 12:00:00 a. m.,680000,30,0,884000,AVELLANEDA,RENAULT,RENAULT FLUENCE 1.6 CONFORT,2012,"825.000,00",145000,5/15/2021 12:00:00 a. m.
1080,98,4,166743,1/31/2021,5/26/2021 12:00:00 a. m.,558600,10,0,614460,MORON,FIAT,FIAT LINEA ESSENCE,2010,"614.460,00",55860,9/15/2021 12:00:00 a. m.
1081,98,4,166746,2/1/2021,2/14/2021 12:00:00 a. m.,966000,10,50000,1117600,QUILMES,FORD,FORD ECO SPORT 1.6 SE L/13,2014,"1.117.600,00",151600,3/30/2021 12:00:00 a. m.
1082,98,4,166777,1/26/2021,2/3/2021 12:00:00 a. m.,933600,20,0,1120320,AVELLANEDA,VOLKSWAGEN,VW VENTO 2.0 TDI 140 HP ELEGANCE DSG,2009,"1.120.320,00",186720,3/21/2021 12:00:00 a. m.
1083,98,4,166786,2/1/2021,2/3/2021 12:00:00 a. m.,1200000,20,0,1440000,MARTINEZ,PEUGEOT,PEUGEOT 208 1.6 5 P. FELINE CUIR,2015,"1.250.000,00",50000,3/2/2021 12:00:00 a. m.
1084,98,4,166903,1/22/2021,2/2/2021 12:00:00 a. m.,876000,20,0,1051200,BUENOS AIRES,CHEVROLET,CHEVROLET PRISMA 1.4 LT L/13,2014,"792.500,00",-83500,4/4/2021 12:00:00 a. m.
1085,98,4,167076,1/30/2021,2/3/2021 12:00:00 a. m.,380000,20,66000,535200,AVELLANEDA,RENAULT,RENAULT KANGOO RL 1.6 AB,1999,"522.000,00",142000,3/5/2021 12:00:00 a. m.
1086,98,4,167122,2/1/2021,2/8/2021 12:00:00 a. m.,1100000,20,0,1320000,BUENOS AIRES,RENAULT,RENAULT KANGOO 2 1.6 AUTHEN. PLUS 2 PL L/14,2017,"1.122.500,00",22500,3/29/2021 12:00:00 a. m.
1087,98,4,167123,2/1/2021,2/11/2021 12:00:00 a. m.,1250000,20,0,1500000,SAN MARTIN,VOLKSWAGEN,VW POLO 1.6 COMFORTLINE 5 PTAS L/18,2018,"1.500.000,00",250000,3/3/2021 12:00:00 a. m.
1088,98,4,167140,2/2/2021,2/23/2021 12:00:00 a. m.,1133000,10,0,1246300,CASA MATRIZ,FORD,FORD ECO SPORT 1.6 SE L/13,2013,"1.133.000,00",0,4/30/2021 12:00:00 a. m.
1089,98,4,167228,2/1/2021,3/8/2021 12:00:00 a. m.,409200,20,0,491040,QUILMES,PEUGEOT,PEUGEOT 306 XR 4 PTAS 16V,1999,"370.000,00",-39200,3/25/2021 12:00:00 a. m.
1090,98,4,167490,2/1/2021,2/19/2021 12:00:00 a. m.,530200,20,0,636240,AVELLANEDA,VOLKSWAGEN,VW FOX 1.6 3 PTAS. COMFORTLINE FA,2008,"586.000,00",55800,3/19/2021 12:00:00 a. m.
1091,98,4,167530,2/2/2021,2/11/2021 12:00:00 a. m.,800000,10,0,880000,MENDOZA,FORD,FORD RANGER XL 2.8 TDI D/C 4X2 PLUS L/N,2004,"830.000,00",30000,2/26/2021 12:00:00 a. m.
1092,98,4,167566,2/1/2021,,1386000,20,0,1663200,NEUQUEN,FORD,FORD KA 1.5 SEL L/18,2019,"1.386.000,00",0,3/6/2021 12:00:00 a. m.
1093,98,4,167577,2/2/2021,2/17/2021 12:00:00 a. m.,730000,20,0,876000,AVELLANEDA,PEUGEOT,PEUGEOT PARTNER PATAGONICA 1.4 L/10,2011,"874.000,00",144000,3/9/2021 12:00:00 a. m.
1094,98,4,167580,2/2/2021,2/4/2021 12:00:00 a. m.,390000,20,100000,588000,AVELLANEDA,RENAULT,RENAULT MEGANE 2 RT 5P. ABS,2000,"520.000,00",130000,3/12/2021 12:00:00 a. m.
1095,98,4,167682,2/2/2021,2/4/2021 12:00:00 a. m.,1102500,20,0,1323000,BUENOS AIRES,CHEVROLET,CHEVROLET TRACKER 1.8 LTZ 4X2,2014,"1.323.000,00",220500,3/29/2021 12:00:00 a. m.
1096,98,4,167704,2/2/2021,2/4/2021 12:00:00 a. m.,375100,10,0,412610,MARTINEZ,VOLKSWAGEN,VW GOL 1.6 5 P. POWER PLUS AA,2008,"412.610,00",37510,5/6/2021 12:00:00 a. m.
1097,98,4,167805,2/2/2021,2/6/2021 12:00:00 a. m.,750000,10,0,825000,MORON,CITROEN,CITROEN C 3 AIRCROSS 1.6 I SX,2011,"825.000,00",75000,4/13/2021 12:00:00 a. m.
1098,98,4,167830,2/2/2021,2/9/2021 12:00:00 a. m.,422400,20,0,506880,MORON,CITROEN,CITROEN XSARA PICASSO 1.6 I 16V EXCLUSIVE,2011,"506.880,00",84480,4/20/2021 12:00:00 a. m.
1099,98,4,167837,1/29/2021,2/6/2021 12:00:00 a. m.,501000,10,32000,586300,MORON,PEUGEOT,PEUGEOT 206 XT 1.6 5 PTAS. L/04,2008,"511.000,00",10000,3/9/2021 12:00:00 a. m.
1100,98,4,168011,1/28/2021,2/5/2021 12:00:00 a. m.,420000,20,0,504000,QUILMES,CHEVROLET,CHEVROLET CORSA GL 1.6 3P.CLASSIC,1997,"383.000,00",-37000,4/28/2021 12:00:00 a. m.
1101,98,4,168251,2/3/2021,4/5/2021 12:00:00 a. m.,1127500,20,0,1353000,EXT.CASA MATRIZ,FORD,FORD FIESTA 1.6 5 P TITANIUM L/14 (KD),2014,"1.236.000,00",108500,4/21/2021 12:00:00 a. m.
1102,98,4,168379,2/3/2021,2/4/2021 12:00:00 a. m.,924000,20,0,1108800,AVELLANEDA,CITROEN,CITROEN BERLINGO FURGON 1.6 HDI BUSIN. MIXT,2015,"1.108.800,00",184800,3/17/2021 12:00:00 a. m.
1103,98,4,168410,1/30/2021,2/9/2021 12:00:00 a. m.,324000,20,0,388800,MORON,FIAT,FIAT FIORINO FURGON FIRE,2007,"388.800,00",64800,6/28/2021 12:00:00 a. m.
1104,98,4,168458,2/2/2021,2/11/2021 12:00:00 a. m.,496800,20,0,596160,MARTINEZ,PEUGEOT,PEUGEOT 207 COMPACT 1.4 3 P. XR,2011,"586.000,00",89200,3/5/2021 12:00:00 a. m.
1105,98,4,168467,2/2/2021,2/4/2021 12:00:00 a. m.,632500,10,0,695750,EXT.CASA MATRIZ,PEUGEOT,PEUGEOT 307 2.0 5 P. XS HDI L/N,2006,"632.500,00",0,5/18/2021 12:00:00 a. m.
1106,98,4,168827,2/3/2021,,1111000,20,0,1333200,BUENOS AIRES,FORD,FORD RANGER XLS 3.0 TDI D/C 4X2,2009,"1.200.000,00",89000,3/18/2021 12:00:00 a. m.
1107,98,4,168980,2/3/2021,2/17/2021 12:00:00 a. m.,4368000,20,0,5241600,BUENOS AIRES,MERCEDES BENZ,M.BENZ SPRINTER 515 CDI C 4325 19+1,2015,"4.418.000,00",50000,3/8/2021 12:00:00 a. m.
1108,98,4,168999,2/4/2021,2/19/2021 12:00:00 a. m.,990000,20,18000,1209600,AVELLANEDA,PEUGEOT,PEUGEOT 308 FELINE 2.0 N,2011,"1.110.000,00",120000,3/10/2021 12:00:00 a. m.
1109,98,4,169159,2/2/2021,2/12/2021 12:00:00 a. m.,600500,20,0,720600,BUENOS AIRES,VOLKSWAGEN,VW GOL TREND 1.6 5 P. PACK III,2012,"720.000,00",119500,3/15/2021 12:00:00 a. m.
1110,98,4,169248,1/31/2021,2/5/2021 12:00:00 a. m.,920000,20,0,1104000,QUILMES,FIAT,FIAT STRADA 1.4 WORKING L/14 DC,2014,"927.000,00",7000,3/1/2021 12:00:00 a. m.
1111,98,4,169304,1/29/2021,2/12/2021 12:00:00 a. m.,2130000,20,0,2556000,MORON,VOLKSWAGEN,VW GOLF 1.4 L TSI BLUEMOTION TECHNO,2016,"2.000.000,00",-130000,3/9/2021 12:00:00 a. m.
1112,98,4,169510,1/29/2021,3/19/2021 12:00:00 a. m.,650000,20,0,780000,SAN MARTIN,FORD,FORD TRANSIT 120 SD,1999,"750.000,00",100000,4/20/2021 12:00:00 a. m.
1113,98,4,169612,2/2/2021,3/9/2021 12:00:00 a. m.,420000,20,0,504000,MORON,CHEVROLET,CHEVROLET CORSA 2 GL 1.8 5 PTAS. AA DH,2009,"466.040,00",46040,7/27/2021 12:00:00 a. m.
1114,98,4,169615,2/3/2021,2/25/2021 12:00:00 a. m.,1519400,20,71338,1908886,CASA MATRIZ,TOYOTA,TOYOTA HILUX L/N 3.0 D/C 4X4 TDI SRV,2009,"1.908.886,00",389486,3/3/2021 12:00:00 a. m.
1115,98,4,169622,2/4/2021,3/11/2021 12:00:00 a. m.,874500,10,0,961950,QUILMES,VOLKSWAGEN,VW GOL 1.6 5 P TREND L/17,2017,"900.000,00",25500,4/16/2021 12:00:00 a. m.
1116,98,4,169802,2/3/2021,2/12/2021 12:00:00 a. m.,1551000,10,0,1706100,MORON,PEUGEOT,PEUGEOT 208 1.6 GT THP,2018,"1.706.100,00",155100,2/25/2021 12:00:00 a. m.
1117,98,4,169838,2/3/2021,2/15/2021 12:00:00 a. m.,250000,20,0,300000,QUILMES,VOLKSWAGEN,VW POLO CLASSIC 1.9 SD,1998,"256.000,00",6000,4/14/2021 12:00:00 a. m.
1118,98,4,169886,2/2/2021,2/22/2021 12:00:00 a. m.,440000,20,0,528000,MENDOZA,FORD,FORD FOCUS AMBIENTE 1.8 TDI 5 PTAS.,2005,"450.000,00",10000,5/21/2021 12:00:00 a. m.
1119,98,4,170101,2/5/2021,2/12/2021 12:00:00 a. m.,492000,20,0,590400,AVELLANEDA,CITROEN,CITROEN C 3 1.4 I SX L/N PACK STYLE,2010,"530.000,00",38000,6/8/2021 12:00:00 a. m.
1120,98,4,170104,2/4/2021,3/9/2021 12:00:00 a. m.,770000,20,0,924000,CORDOBA,CHEVROLET,CHEVROLET S10 2.8 TDI 4X2 S/C,2006,"790.000,00",20000,3/24/2021 12:00:00 a. m.
1121,98,4,170150,2/4/2021,2/8/2021 12:00:00 a. m.,200100,20,0,240120,CASA MATRIZ,PEUGEOT,PEUGEOT 504 XS TF,1995,"240.120,00",40020,2/23/2021 12:00:00 a. m.
1122,98,4,170259,2/4/2021,2/12/2021 12:00:00 a. m.,250000,20,0,300000,AVELLANEDA,PEUGEOT,PEUGEOT 504 XSD TC,1992,"270.000,00",20000,4/26/2021 12:00:00 a. m.
1123,98,4,170786,2/5/2021,2/18/2021 12:00:00 a. m.,440000,20,0,528000,AVELLANEDA,CITROEN,CITROEN C 3 1.4 HDI EXCLUSIVE,2006,"472.000,00",32000,3/5/2021 12:00:00 a. m.
1124,98,4,170859,2/5/2021,2/22/2021 12:00:00 a. m.,534600,30,0,694980,AVELLANEDA,VOLKSWAGEN,VW SURAN 1.6 HIGHLINE,2008,"620.000,00",85400,3/16/2021 12:00:00 a. m.
1125,98,4,170863,2/4/2021,2/10/2021 12:00:00 a. m.,516000,20,0,619200,SAN MARTIN,CHEVROLET,CHEVROLET ZAFIRA II GLS 2.0 16V,2007,"619.200,00",103200,4/14/2021 12:00:00 a. m.
1126,98,4,170968,2/5/2021,2/19/2021 12:00:00 a. m.,394800,10,0,434280,BUENOS AIRES,PEUGEOT,PEUGEOT 206 SW XS 1.6 PREMIUM,2006,"434.280,00",39480,3/22/2021 12:00:00 a. m.
1127,98,4,171011,2/6/2021,2/8/2021 12:00:00 a. m.,547200,20,0,656640,AVELLANEDA,VOLKSWAGEN,VW GOL 1.6 5 P. TREND,2011,"590.000,00",42800,9/27/2021 12:00:00 a. m.
1128,98,4,171034,2/1/2021,2/8/2021 12:00:00 a. m.,481200,20,20000,601440,AVELLANEDA,VOLKSWAGEN,VW SURAN 1.6 HIGHLINE,2007,"600.000,00",118800,4/26/2021 12:00:00 a. m.
1129,98,4,171133,2/6/2021,2/12/2021 12:00:00 a. m.,797500,20,0,957000,MORON,VOLKSWAGEN,VW BORA 2.0 TRENDLINE L/07,2012,"850.000,00",52500,3/5/2021 12:00:00 a. m.
1130,98,4,171145,2/5/2021,2/8/2021 12:00:00 a. m.,366300,10,0,402930,CASA MATRIZ,CHEVROLET,CHEVROLET CORSA GL 1.6 4 PTAS (CLASSIC),2007,"402.930,00",36630,3/15/2021 12:00:00 a. m.
1131,98,4,171168,2/4/2021,2/11/2021 12:00:00 a. m.,565000,30,0,734500,MORON,PEUGEOT,PEUGEOT 207 COMPACT 1.6 3 P. XT PREMIUM,2009,"664.500,00",99500,4/13/2021 12:00:00 a. m.
1132,98,4,171194,2/5/2021,2/8/2021 12:00:00 a. m.,440000,10,0,484000,AVELLANEDA,VOLKSWAGEN,VW VOYAGE 1.6 4 PTAS. COMFORTLINE,2010,"484.000,00",44000,4/26/2021 12:00:00 a. m.
1133,98,4,171198,2/7/2021,2/9/2021 12:00:00 a. m.,422000,20,0,506400,CASA MATRIZ,SUZUKI,SUZUKI FUN 1.4 3 PTAS. L/N,2007,"506.400,00",84400,3/18/2021 12:00:00 a. m.
1134,98,4,171213,2/7/2021,2/8/2021 12:00:00 a. m.,450000,20,0,540000,MONTE GRANDE,FIAT,FIAT UNO FIRE 1.3 5 PTAS. L/11,2013,"530.000,00",80000,7/21/2021 12:00:00 a. m.
1135,98,4,171216,2/4/2021,2/12/2021 12:00:00 a. m.,1080000,20,0,1296000,MORON,FORD,FORD FOCUS L/16 2.0 4 P SE,2017,"1.296.000,00",216000,3/22/2021 12:00:00 a. m.
1136,98,4,171393,2/6/2021,2/9/2021 12:00:00 a. m.,2500000,10,0,2750000,RIO NEGRO,FORD,FORD RANGER XLS 3.2 TDI DC 4X4 L/12,2015,"2.475.000,00",-25000,4/5/2021 12:00:00 a. m.
1137,98,4,171592,2/8/2021,2/12/2021 12:00:00 a. m.,585600,30,0,761280,MORON,VOLKSWAGEN,VW FOX 1.6 5 P. TRENDLINE L/10,2013,"761.280,00",175680,3/29/2021 12:00:00 a. m.
1138,98,4,171673,2/6/2021,2/23/2021 12:00:00 a. m.,260000,20,0,312000,SAN MARTIN,VOLKSWAGEN,VW GOL COUNTRY 1.9 SD TRENDLINE,2004,"281.000,00",21000,4/12/2021 12:00:00 a. m.
